IF_task,shot_level,n,if_num_strict,if_num_loose,if_rate_strict,if_rate_loose,perf_num,perf_den,mean_performance
change_case_english_capital,0,25,0,0,0.0,0.0,13.0,25.0,0.52
change_case_english_capital,1,25,6,6,0.24,0.24,14.0,25.0,0.56
change_case_english_capital,2,25,10,10,0.4,0.4,14.0,25.0,0.56
change_case_english_capital,3,25,10,10,0.4,0.4,16.0,25.0,0.64
change_case_english_capital,4,25,13,13,0.52,0.52,15.0,25.0,0.6
change_case_english_capital,5,25,11,11,0.44,0.44,13.0,25.0,0.52
change_case_english_capital,6,25,13,13,0.52,0.52,13.0,25.0,0.52
change_case_english_capital,7,25,11,11,0.44,0.44,15.0,25.0,0.6
change_case_english_capital,8,25,14,14,0.56,0.56,14.0,25.0,0.56
change_case_english_lowercase,0,25,4,4,0.16,0.16,18.0,25.0,0.72
change_case_english_lowercase,1,25,25,25,1.0,1.0,17.0,25.0,0.68
change_case_english_lowercase,2,25,25,25,1.0,1.0,14.0,25.0,0.56
change_case_english_lowercase,3,25,23,23,0.92,0.92,16.0,25.0,0.64
change_case_english_lowercase,4,25,23,23,0.92,0.92,15.0,25.0,0.6
change_case_english_lowercase,5,25,23,23,0.92,0.92,18.0,25.0,0.72
change_case_english_lowercase,6,25,23,23,0.92,0.92,15.0,25.0,0.6
change_case_english_lowercase,7,25,23,23,0.92,0.92,13.0,25.0,0.52
change_case_english_lowercase,8,25,23,23,0.92,0.92,13.0,25.0,0.52
combination_repeat_prompt,0,25,0,0,0.0,0.0,19.0,25.0,0.76
combination_repeat_prompt,1,25,6,6,0.24,0.24,14.0,25.0,0.56
combination_repeat_prompt,2,25,14,14,0.56,0.56,12.0,25.0,0.48
combination_repeat_prompt,3,25,19,19,0.76,0.76,17.0,25.0,0.68
combination_repeat_prompt,4,25,20,20,0.8,0.8,16.0,25.0,0.64
combination_repeat_prompt,5,25,22,22,0.88,0.88,16.0,25.0,0.64
combination_repeat_prompt,6,25,23,23,0.92,0.92,16.0,25.0,0.64
combination_repeat_prompt,7,25,24,24,0.96,0.96,17.0,25.0,0.68
combination_repeat_prompt,8,25,23,23,0.92,0.92,14.0,25.0,0.56
detectable_format_json_format,0,50,0,0,0.0,0.0,31.0,50.0,0.62
detectable_format_json_format,1,50,1,1,0.02,0.02,30.0,50.0,0.6
detectable_format_json_format,2,50,11,11,0.22,0.22,29.0,50.0,0.58
detectable_format_json_format,3,50,26,26,0.52,0.52,30.0,50.0,0.6
detectable_format_json_format,4,50,27,27,0.54,0.54,27.0,50.0,0.54
detectable_format_json_format,5,50,31,31,0.62,0.62,26.0,50.0,0.52
detectable_format_json_format,6,50,34,34,0.68,0.68,28.0,50.0,0.56
detectable_format_json_format,7,50,35,35,0.7,0.7,26.0,50.0,0.52
detectable_format_json_format,8,50,35,35,0.7,0.7,28.0,50.0,0.56
detectable_format_title,0,25,0,0,0.0,0.0,19.0,25.0,0.76
detectable_format_title,1,25,1,1,0.04,0.04,18.0,25.0,0.72
detectable_format_title,2,25,13,13,0.52,0.52,11.0,25.0,0.44
detectable_format_title,3,25,14,14,0.56,0.56,6.0,25.0,0.24
detectable_format_title,4,25,17,17,0.68,0.68,5.0,25.0,0.2
detectable_format_title,5,25,17,17,0.68,0.68,5.0,25.0,0.2
detectable_format_title,6,25,18,18,0.72,0.72,4.0,25.0,0.16
detectable_format_title,7,25,18,18,0.72,0.72,5.0,25.0,0.2
detectable_format_title,8,25,18,18,0.72,0.72,4.0,25.0,0.16
startend_end_checker,0,25,0,0,0.0,0.0,17.0,25.0,0.68
startend_end_checker,1,25,0,0,0.0,0.0,16.0,25.0,0.64
startend_end_checker,2,25,12,12,0.48,0.48,15.0,25.0,0.6
startend_end_checker,3,25,18,18,0.72,0.72,16.0,25.0,0.64
startend_end_checker,4,25,20,20,0.8,0.8,17.0,25.0,0.68
startend_end_checker,5,25,20,20,0.8,0.8,17.0,25.0,0.68
startend_end_checker,6,25,22,22,0.88,0.88,17.0,25.0,0.68
startend_end_checker,7,25,20,20,0.8,0.8,16.0,25.0,0.64
startend_end_checker,8,25,21,21,0.84,0.84,18.0,25.0,0.72
startend_quotation,0,25,0,0,0.0,0.0,18.0,25.0,0.72
startend_quotation,1,25,25,25,1.0,1.0,15.0,25.0,0.6
startend_quotation,2,25,23,23,0.92,0.92,14.0,25.0,0.56
startend_quotation,3,25,24,24,0.96,0.96,14.0,25.0,0.56
startend_quotation,4,25,23,23,0.92,0.92,15.0,25.0,0.6
startend_quotation,5,25,23,23,0.92,0.92,15.0,25.0,0.6
startend_quotation,6,25,21,21,0.84,0.84,16.0,25.0,0.64
startend_quotation,7,25,23,23,0.92,0.92,13.0,25.0,0.52
startend_quotation,8,25,23,23,0.92,0.92,14.0,25.0,0.56
